session_id,target
1,0.0003237320888877128
2,2.7709587687614777e-06
3,8.9057323038301e-07
4,6.025568042712871e-07
5,0.000194448690343235
6,6.910857786524313e-05
7,0.0028994971985284858
8,0.0018193715743894568
9,0.0001306616816128842
10,0.003125617538206011
11,0.00012156325457469142
12,1.607345263888792e-05
13,7.79511520740612e-05
14,0.02216001030449015
15,0.0008923677875480499
16,0.00036647449235731105
17,0.020805266949690617
18,1.4218301194468948e-05
19,0.0024508597191445908
20,1.983706698674958e-06
21,0.03471808520963622
22,3.218862694633632e-05
23,0.0002626713577715237
24,0.01172827955191214
25,0.07968483838270597
26,9.762478215914897e-06
27,0.00013760142928084896
28,8.043742588581045e-07
29,0.02054563964772455
30,0.0015170643754169341
31,0.027857352139709555
32,0.017187113132564606
33,0.00012650711392122923
34,1.59267757619964e-05
35,0.019012465590058068
36,0.0006265485621927473
37,7.739663263259301e-08
38,2.7864618546642448e-06
39,0.0004118589957332028
40,1.0955490341476643e-05
41,0.0017412228249228908
42,0.00654312440944682
43,9.6948005876353e-05
44,0.00011061587132962336
45,0.14109555825973355
46,0.0002293606527043592
47,0.00034940479479347386
48,6.453502247597699e-05
49,0.0002485449766832297
50,7.812254229945195e-06
51,2.306730135316325e-07
52,0.0001093215367171093
53,0.02281850424020161
54,0.0007568211184322501
55,0.00038969240524078594
56,0.01986650430023773
57,1.5342359873492995e-06
58,1.7797643205943784e-05
59,2.0785400462089652e-05
60,2.581719771027377e-06
61,8.307493346008606e-06
62,0.00023910133345440604
63,1.4261004912892338e-05
64,0.0005744628401516742
65,1.089770194926392e-05
66,5.9221446094733465e-06
67,0.00015769113033864738
68,0.001668615283279684
69,0.056862438448693375
70,4.6790013367571065e-05
71,0.0016116324802597933
72,0.0005303168938654332
73,0.1731629649072879
74,7.13839966720519e-05
75,0.00021331455846945903
76,0.0023247198455397166
77,0.0018184983442090493
78,0.004853573704811231
79,0.00013926098865166072
80,8.70065366388864e-06
81,1.2335216800715372e-05
82,0.0015145294561483638
83,1.1820885336304656e-06
84,0.4810598560155892
85,0.00015100574259327144
86,5.953827203358577e-06
87,0.006063167857960109
88,0.0012457447458186514
89,0.0021113651551845354
90,0.052204111481182494
91,3.4548594714021724e-05
